strategy,entry_signal_rule,entry_news_rule,exit_news_rule,none_streak,momentum_cutoff,entries,closed,open,deployed,ending,gain,return_pct,train_return_pct,test_return_pct
entry=any-signal; entry-news=active; exit=10none/0%/ignore,any-signal,active,ignore,10,0,194,123,71,194000,215351.0897593799333008931311,21351.0897593799333008931311,11.00571637081439860870779954,-2.208414735121722121372176168,18.87107852667893001311076179
entry=any-signal; entry-news=accelerating; exit=5none/-5%/cooling,any-signal,accelerating,cooling,5,-5,178,102,76,178000,197360.6909193656745856234054,19360.6909193656745856234054,10.87679265132903066608056483,-3.390129976249805891740331229,18.65531434156243538017088584
entry=strict-only; entry-news=accelerating; exit=10none/-5%/cooling,strict-only,accelerating,cooling,10,-5,59,26,33,59000,65406.15948306591685311538850,6406.15948306591685311538850,10.85789742892528280189048898,-7.613654279691081631348358174,15.87596060963736675424571354
entry=strict-only; entry-news=ignore; exit=15none/0%/cooling,strict-only,ignore,cooling,15,0,73,33,40,73000,80912.39035389498311297983955,7912.39035389498311297983955,10.83889089574655220956142404,-7.209549401199258416353381241,16.25384147358888943944865398
entry=strict-only; entry-news=accelerating; exit=15none/-5%/cooling,strict-only,accelerating,cooling,15,-5,59,26,33,59000,65390.46412941779285881667286,6390.46412941779285881667286,10.83129513460642857426554722,-8.583170759482434848013931130,15.79478434551577315517142754
entry=strict-only; entry-news=ignore; exit=10none/-5%/cooling,strict-only,ignore,cooling,10,-5,73,31,42,73000,80881.48750917010673884372811,7881.48750917010673884372811,10.79655823173987224499140837,-7.766448088230226566638357828,16.38854064036252634370216619
entry=strict-only; entry-news=ignore; exit=15none/-5%/cooling,strict-only,ignore,cooling,15,-5,73,31,42,73000,80876.24515359332510367338021,7876.24515359332510367338021,10.78937692273058233379915097,-8.499330130577360638033923552,16.32463592179871861677134530
entry=fresh-only; entry-news=active; exit=5none/-5%/ignore,fresh-only,active,ignore,5,-5,82,54,28,82000,90815.65846543041692720130333,8815.65846543041692720130333,10.75080300662245966731866260,-6.608879043613365252764653623,24.36865773393359883840282555
entry=any-signal; entry-news=ignore; exit=10none/0%/ignore,any-signal,ignore,ignore,10,0,240,158,82,240000,265740.7696064571060611254855,25740.7696064571060611254855,10.72532066935712752546895229,-1.062410577566131672266810588,18.07542264093272169419397509
entry=fresh-only; entry-news=ignore; exit=5none/-5%/ignore,fresh-only,ignore,ignore,5,-5,104,69,35,104000,114917.7858021558276893128037,10917.7858021558276893128037,10.49787096361137277818538817,-5.533253760915146440289168224,24.98791957132420253976522285
entry=strict-only; entry-news=accelerating; exit=15none/0%/cooling,strict-only,accelerating,cooling,15,0,59,28,31,59000,65183.07110958430192315171437,6183.07110958430192315171437,10.47978154166830834432493961,-8.015787318680257894466368478,16.13634723113554100739627089
entry=fresh-or-strict; entry-news=ignore; exit=5none/0%/cooling,fresh-or-strict,ignore,cooling,5,0,131,82,49,131000,144590.0776923759866745492553,13590.0776923759866745492553,10.37410510868395929354904985,-3.722852020364115140060507253,19.94437905913574074742700235
entry=strict-only; entry-news=ignore; exit=10none/0%/cooling,strict-only,ignore,cooling,10,0,73,33,40,73000,80561.30166233808851230444531,7561.30166233808851230444531,10.35794748265491577028006207,-6.689308045833525618963290379,15.80390550442203943403758938
entry=strict-only; entry-news=accelerating; exit=5none/-5%/cooling,strict-only,accelerating,cooling,5,-5,59,28,31,59000,65107.73812195497018186309024,6107.73812195497018186309024,10.35209851178808505400523769,-7.192765222917622462904038870,14.80778265242427951101735754
entry=any-signal; entry-news=active; exit=5none/-5%/cooling,any-signal,active,cooling,5,-5,192,112,80,192000,211821.9540779704059837965597,19821.9540779704059837965597,10.32393441560958644989404151,-3.813875378255542922078984190,18.95778177938580412883967625
entry=strict-only; entry-news=ignore; exit=15none/-5%/ignore,strict-only,ignore,ignore,15,-5,73,32,41,73000,80529.78700340711414377314019,7529.78700340711414377314019,10.31477671699604677229197286,-8.47996953657019092862558400,16.46767756539314006698086517
entry=strict-only; entry-news=active; exit=10none/-5%/cooling,strict-only,active,cooling,10,-5,65,28,37,65000,71678.04641891452649192151708,6678.04641891452649192151708,10.27391756756080998757156474,-8.565219317301141891159975038,15.41395258958651981427208769
entry=strict-only; entry-news=ignore; exit=5none/-5%/cooling,strict-only,ignore,cooling,5,-5,74,33,41,74000,81601.22044202818007539904741,7601.22044202818007539904741,10.27191951625429739918790191,-7.432639525961621019251483931,15.26154698077201064448571656
entry=strict-only; entry-news=active; exit=15none/-5%/cooling,strict-only,active,cooling,15,-5,65,28,37,65000,71672.80406333774485675116918,6672.80406333774485675116918,10.26585240513499208730949105,-9.382664672226791432331952154,15.34244016643178259603997860
entry=strict-only; entry-news=accelerating; exit=15none/-5%/ignore,strict-only,accelerating,ignore,15,-5,59,27,32,59000,65044.31268734518564642380444,6044.31268734518564642380444,10.24459777516133160410814312,-8.55742606219685674698875700,15.97648589278436256489703386
entry=strict-only; entry-news=ignore; exit=15none/0%/ignore,strict-only,ignore,ignore,15,0,73,34,39,73000,80459.00687459264204493150239,7459.00687459264204493150239,10.21781763642827677387877040,-7.194875860769447920913852621,15.45463195055191423815287845
entry=strict-only; entry-news=active; exit=15none/0%/cooling,strict-only,active,cooling,15,0,65,30,35,65000,71629.17409246787982316376321,6629.17409246787982316376321,10.19872937302750742025194340,-8.250890670887842965433906269,15.26321780772078327855982402
entry=strict-only; entry-news=accelerating; exit=10none/-10%/cooling,strict-only,accelerating,cooling,10,-10,59,26,33,59000,65016.32163008730884660828906,6016.32163008730884660828906,10.19715530523272685865811705,-9.471551560244599999329683826,15.96610956052336188961125581
entry=fresh-or-strict; entry-news=ignore; exit=5none/-5%/ignore,fresh-or-strict,ignore,ignore,5,-5,132,80,52,132000,145418.3853465409860668180157,13418.3853465409860668180157,10.16544344434923186880152705,-5.774836927148254078132358493,19.55768117045538861600608048
entry=any-signal; entry-news=ignore; exit=5none/-5%/cooling,any-signal,ignore,cooling,5,-5,234,141,93,234000,257675.8867898424487177137049,23675.8867898424487177137049,10.11790033753950799902295081,-2.566110183158515485249189091,18.12366889834967231493620855
entry=strict-only; entry-news=ignore; exit=10none/-5%/ignore,strict-only,ignore,ignore,10,-5,73,32,41,73000,80247.31827343425698394915443,7247.31827343425698394915443,9.927833251279804087601581411,-8.739194685773535460658755103,16.53158228395694779391168602
entry=fresh-or-strict; entry-news=active; exit=5none/0%/cooling,fresh-or-strict,active,cooling,5,0,109,67,42,109000,119750.0922461014734832532149,10750.0922461014734832532149,9.862469950551810535094692569,-4.741337563755290960527666049,17.88124344459665517194507131
entry=fresh-or-strict; entry-news=active; exit=5none/-5%/ignore,fresh-or-strict,active,ignore,5,-5,110,65,45,110000,120846.5221286333075498266797,10846.5221286333075498266797,9.860474662393915954387890636,-6.684673161574510922130796689,17.47581014691805337732623227
entry=strict-only; entry-news=accelerating; exit=10none/0%/cooling,strict-only,accelerating,cooling,10,0,59,28,31,59000,64804.03808256587185247122477,5804.03808256587185247122477,9.837352682315037038086821644,-7.481327937834488149953190261,16.07671230449335060247353143
entry=strict-only; entry-news=accelerating; exit=10none/-5%/ignore,strict-only,accelerating,ignore,10,-5,59,27,32,59000,64765.51840978746145879481444,5765.51840978746145879481444,9.772065101334680438635278712,-8.868299283300495625661034565,16.05766215690595616397131986
entry=any-signal; entry-news=accelerating; exit=5none/0%/cooling,any-signal,accelerating,cooling,5,0,182,116,66,182000,199741.8589972236987669305391,17741.8589972236987669305391,9.748274174298735586225570934,-2.011061231299316487912303278,17.39155227077341608790431719
entry=strict-only; entry-news=accelerating; exit=10none/-10%/ignore,strict-only,accelerating,ignore,10,-10,59,26,33,59000,64743.51262826825471096748242,5743.51262826825471096748242,9.73476716655636391689403800,-10.03372484993311403203492435,15.57824700595391348929071170
entry=strict-only; entry-news=active; exit=15none/-5%/ignore,strict-only,active,ignore,15,-5,65,29,36,65000,71326.34591315153389685092918,6326.34591315153389685092918,9.732839866386975225924506431,-9.361070163526486756453419577,15.50251057712077802841729845
entry=fresh-or-strict; entry-news=ignore; exit=5none/0%/ignore,fresh-or-strict,ignore,ignore,5,0,132,84,48,132000,144834.4060290442205293737406,12834.4060290442205293737406,9.723034870488045855586167121,-3.628381350892625021830235747,18.41850160464362863292373848
entry=strict-only; entry-news=accelerating; exit=15none/0%/ignore,strict-only,accelerating,ignore,15,0,59,29,30,59000,64729.99433839556460261074877,5729.99433839556460261074877,9.711854810839940004424997915,-7.995952384600915324097521174,15.28980901086240300177075943
entry=strict-only; entry-news=active; exit=5none/-5%/cooling,strict-only,active,cooling,5,-5,66,30,36,66000,72397.77935177259982847683640,6397.77935177259982847683640,9.693605078443333073449752121,-8.192894382463081857536154115,14.17857799401515360420326207
entry=strict-only; entry-news=accelerating; exit=5none/-10%/cooling,strict-only,accelerating,cooling,5,-10,59,28,31,59000,64717.90026897636217535599080,5717.90026897636217535599080,9.691356388095529110772865763,-9.050662503471140830885364522,14.89793160331027464638289986
entry=any-signal; entry-news=accelerating; exit=5none/-5%/ignore,any-signal,accelerating,ignore,5,-5,181,106,75,181000,198522.3004520387392938523344,17522.3004520387392938523344,9.680828979026927786658748287,-4.284784124475744213461516536,17.94659496095365456245058989
entry=strict-only; entry-news=active; exit=10none/0%/cooling,strict-only,active,cooling,10,0,65,30,35,65000,71239.68806737810739335490589,6239.68806737810739335490589,9.599520103658626759007547523,-7.818303518875594188089047538,14.75971803270073684393315650
entry=strict-only; entry-news=active; exit=15none/0%/ignore,strict-only,active,ignore,15,0,65,31,34,65000,71175.79061316553875511542603,6175.79061316553875511542603,9.501216327946982700177578508,-8.234524029639208182059047462,14.36886429384607293425264664
entry=any-signal; entry-news=active; exit=5none/0%/cooling,any-signal,active,cooling,5,0,196,126,70,196000,214350.5584093974040001114191,18350.5584093974040001114191,9.362529800712961224546642398,-2.441336823561361750486977830,17.08776942343270606644008320
entry=strict-only; entry-news=ignore; exit=5none/-5%/ignore,strict-only,ignore,ignore,5,-5,74,34,40,74000,80900.19621139610442701959557,6900.19621139610442701959557,9.324589474859600577053507527,-8.405386123504929913271881172,15.26232735075774436972237527
entry=strict-only; entry-news=ignore; exit=10none/0%/ignore,strict-only,ignore,ignore,10,0,73,34,39,73000,79804.24577995096118104596935,6804.24577995096118104596935,9.320884630069809837049273082,-7.997386604253324133595854276,15.13748179910063291897069738
entry=strict-only; entry-news=active; exit=10none/-5%/ignore,strict-only,active,ignore,10,-5,65,29,36,65000,71053.05912482144846678361280,6053.05912482144846678361280,9.312398653571459179667096615,-9.614890746704172081580151231,15.57402300027551524664940750
entry=any-signal; entry-news=active; exit=5none/-5%/ignore,any-signal,active,ignore,5,-5,196,116,80,196000,214146.3799347004930917351961,18146.3799347004930917351961,9.258357109541067903946528622,-4.605789120198247866863895327,18.16672316012610736570335959
entry=any-signal; entry-news=ignore; exit=5none/-5%/ignore,any-signal,ignore,ignore,5,-5,238,145,93,238000,260014.8534143950112227198605,22014.8534143950112227198605,9.249938409409668580974731303,-3.154289114138210400654487910,17.44002821085298799889863034
entry=strict-only; entry-news=accelerating; exit=5none/-5%/ignore,strict-only,accelerating,ignore,5,-5,59,29,30,59000,64400.24205378028889405763804,5400.24205378028889405763804,9.152952633525913379758708542,-8.447410226527036457216715261,14.80879502429766380321626614
entry=strict-only; entry-news=accelerating; exit=5none/-10%/ignore,strict-only,accelerating,ignore,5,-10,59,28,31,59000,64378.23627226108214623030602,5378.23627226108214623030602,9.115654698747596858017467831,-9.612835793159654863590605043,14.32937987334562112853565803
entry=fresh-or-strict; entry-news=active; exit=5none/0%/ignore,fresh-or-strict,active,ignore,5,0,110,69,41,110000,119940.9436632677779193194106,9940.9436632677779193194106,9.037221512061616290290373273,-4.712852182441048059028626525,16.17093173517003739670464049
entry=any-signal; entry-news=ignore; exit=5none/0%/cooling,any-signal,ignore,cooling,5,0,247,166,81,247000,268906.7771629420869036530185,21906.7771629420869036530185,8.869140551798415750466809109,-1.456037387361343528171378478,16.35506903711626354624870681
entry=any-signal; entry-news=accelerating; exit=5none/0%/ignore,any-signal,accelerating,ignore,5,0,184,120,64,184000,200211.1011508949066509241863,16211.1011508949066509241863,8.810381060268971005937057772,-2.471724044161752898731809469,16.41579676140870051215178867
entry=strict-only; entry-news=accelerating; exit=10none/0%/ignore,strict-only,accelerating,ignore,10,0,59,29,30,59000,64152.36346812780651905462349,5152.36346812780651905462349,8.732819437504756811956988966,-8.672464955193964547351315696,15.23017408422021259684802003
entry=strict-only; entry-news=active; exit=5none/-5%/ignore,strict-only,active,ignore,5,-5,66,31,35,66000,71705.93706278329590985405396,5705.93706278329590985405396,8.645359186035296833112202970,-9.242565811866112047956330346,14.17944910469690287888604388
entry=strict-only; entry-news=active; exit=10none/0%/ignore,strict-only,active,ignore,10,0,65,31,34,65000,70603.66723212541942912097435,5603.66723212541942912097435,8.621026510962183737109191308,-8.811794806595987273546351808,14.01395817198392479135830117
entry=any-signal; entry-news=active; exit=5none/0%/ignore,any-signal,active,ignore,5,0,199,131,68,199000,215999.2076591323317420285049,16999.2076591323317420285049,8.542315406599161679411308995,-2.705769966605656454566534722,16.06064073864848293881030888
entry=any-signal; entry-news=ignore; exit=5none/0%/ignore,any-signal,ignore,ignore,5,0,252,173,79,252000,272553.4030283648693137561365,20553.4030283648693137561365,8.156112312843202108633387500,-1.681279801668387820114454071,15.27446389329509839973548139
entry=strict-only; entry-news=ignore; exit=5none/0%/cooling,strict-only,ignore,cooling,5,0,74,37,37,74000,79655.09188089352889784129863,5655.09188089352889784129863,7.642016055261525537623376527,-6.782439123525788876070185069,14.43849711249326358942177673
entry=strict-only; entry-news=accelerating; exit=5none/0%/cooling,strict-only,accelerating,cooling,5,0,59,32,27,59000,62879.67400715229223020046051,3879.67400715229223020046051,6.575718656190325813899085610,-7.598754079272559213261883565,14.68343860976196676765506727
entry=strict-only; entry-news=active; exit=5none/0%/cooling,strict-only,active,cooling,5,0,66,34,32,66000,70333.47828593354777889175921,4333.47828593354777889175921,6.565876190808405725593574561,-7.922180490147733974862122423,13.25982465268073828692258505
entry=strict-only; entry-news=ignore; exit=5none/0%/ignore,strict-only,ignore,ignore,5,0,74,38,36,74000,78831.18100361017567309794451,4831.18100361017567309794451,6.528622977851588747429654743,-8.09051768194558739070274900,13.64667599499891576532528219
entry=strict-only; entry-news=active; exit=5none/0%/ignore,strict-only,active,ignore,5,0,66,35,31,66000,69630.60245578463392117294951,3630.60245578463392117294951,5.500912811794899880565075015,-8.915671777868127060319426692,12.37593131222193141351254463
entry=strict-only; entry-news=accelerating; exit=5none/0%/ignore,strict-only,accelerating,ignore,5,0,59,33,26,59000,62161.14439781800100329898107,3161.14439781800100329898107,5.357871860708476276777934017,-8.789891096632035610660009043,13.65621121409362364450285808
