strategy,entry_signal_rule,entry_news_rule,exit_news_rule,none_streak,momentum_cutoff,entries,closed,open,deployed,ending,gain,return_pct,train_return_pct,test_return_pct
entry=fresh-only; entry-news=ignore; exit=20none/0%/zero,fresh-only,ignore,zero,20,0,95,47,48,95000,119494.6327645495656803997472,24494.6327645495656803997472,25.78382396268375334778920758,-3.038901244674362819189616094,29.77757861312615916430295797
entry=strict-only; entry-news=accelerating; exit=5none/0%/zero,strict-only,accelerating,zero,5,0,56,19,37,56000,70412.59944729052685375275644,14412.59944729052685375275644,25.73678472730451223884420793,-6.488429501825569371514242783,24.42673397509610295105562281
entry=fresh-only; entry-news=accelerating; exit=15none/-10%/cooling,fresh-only,accelerating,cooling,15,-10,65,36,29,65000,81700.16844034819565204225788,16700.16844034819565204225788,25.69256683130491638775731982,1.601681454839697891763907714,29.45605078677351322208822857
entry=strict-only; entry-news=accelerating; exit=10none/0%/zero,strict-only,accelerating,zero,10,0,56,19,37,56000,70359.48165977089984040166986,14359.48165977089984040166986,25.64193153530517828643155332,-6.488429501825569371514242783,24.27918456531936124730260458
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-10%/cooling,fresh-or-strict,accelerating,cooling,20,-10,94,43,51,94000,117809.5858051293094175772064,23809.5858051293094175772064,25.3293466012013929974225600,0.4261745042851087129416711400,21.91597652735517701692644002
entry=fresh-only; entry-news=accelerating; exit=10none/-10%/cooling,fresh-only,accelerating,cooling,10,-10,65,36,29,65000,81267.24636343003665577913918,16267.24636343003665577913918,25.02653286681544100889098335,0.5709146050345574244707679524,29.45605078677351322208822857
entry=fresh-only; entry-news=active; exit=20none/-10%/cooling,fresh-only,active,cooling,20,-10,77,41,36,77000,95771.05719982821219428892241,18771.05719982821219428892241,24.37799636341326258998561352,-0.4927176092342347237929160200,30.07382865906470696385522147
entry=any-signal; entry-news=ignore; exit=20none/0%/zero,any-signal,ignore,zero,20,0,197,90,107,197000,244942.8399763958959499696650,47942.8399763958959499696650,24.33646699309436342638054061,-1.041606578841338981368993871,25.11619865813514047143591807
entry=fresh-or-strict; entry-news=active; exit=20none/-10%/cooling,fresh-or-strict,active,cooling,20,-10,101,47,54,101000,125453.7727683317853909245923,24453.7727683317853909245923,24.21165620626909444645999238,-1.810292959924139150755324328,22.59387959532011871330157088
entry=fresh-or-strict; entry-news=accelerating; exit=15none/-10%/cooling,fresh-or-strict,accelerating,cooling,15,-10,95,45,50,95000,117897.1316275855422791907776,22897.1316275855422791907776,24.10224381851109713599029221,-0.6213420125992096014657083529,21.43186474249039393543474881
entry=fresh-or-strict; entry-news=ignore; exit=5none/0%/zero,fresh-or-strict,ignore,zero,5,0,119,57,62,119000,147586.2256276768025880648176,28586.2256276768025880648176,24.02203834258554839333177950,-4.181259703035059477661314824,28.48855153406238806368899903
entry=any-signal; entry-news=ignore; exit=10none/-5%/zero,any-signal,ignore,zero,10,-5,196,87,109,196000,243062.7480361955448349068073,47062.7480361955448349068073,24.01160614091609430352388128,-1.411737853695386431998323920,24.10472117813669283765492536
entry=fresh-only; entry-news=accelerating; exit=20none/-10%/ignore,fresh-only,accelerating,ignore,20,-10,65,39,26,65000,80594.39637067184345183261584,15594.39637067184345183261584,23.99137903180283607974248591,2.178013333153987962706615500,29.45605078677351322208822857
entry=fresh-or-strict; entry-news=ignore; exit=10none/0%/zero,fresh-or-strict,ignore,zero,10,0,119,57,62,119000,147504.4765050275336968133875,28504.4765050275336968133875,23.95334160086347369480116597,-4.186013518685384142966160527,28.39696914178716907515264286
entry=any-signal; entry-news=ignore; exit=15none/-5%/zero,any-signal,ignore,zero,15,-5,196,85,111,196000,242943.6641936540587394355401,46943.6641936540587394355401,23.95084907839492792828343883,-1.527777207518861234442331200,24.16302479969226638552683373
entry=strict-only; entry-news=active; exit=15none/0%/zero,strict-only,active,zero,15,0,62,21,41,62000,76835.18171389667179315076836,14835.18171389667179315076836,23.92771244176882547282381994,-7.805677997256607156707962038,22.44554724413453488563135876
entry=fresh-or-strict; entry-news=ignore; exit=15none/0%/zero,fresh-or-strict,ignore,zero,15,0,119,57,62,119000,147444.7281936424346712467824,28444.7281936424346712467824,23.90313293583397871533343059,-4.740968757635268513641314689,28.76559555624955985961523859
entry=strict-only; entry-news=active; exit=5none/0%/zero,strict-only,active,zero,5,0,62,21,41,62000,76728.72682398073201007404018,14728.72682398073201007404018,23.75601100642053550011941965,-7.399672625952436747786891500,22.05932256611308979004083734
entry=strict-only; entry-news=active; exit=10none/0%/zero,strict-only,active,zero,10,0,62,21,41,62000,76675.60903646110499672295360,14675.60903646110499672295360,23.6703371555824274140692800,-7.399672625952436747786891500,21.92976698679692634284306520
entry=any-signal; entry-news=accelerating; exit=15none/0%/zero,any-signal,accelerating,zero,15,0,155,67,88,155000,191573.0327762840045664924086,36573.0327762840045664924086,23.59550501695742230096284426,-2.582342629681726650264565681,24.49966675313228942305297814
entry=any-signal; entry-news=accelerating; exit=10none/0%/zero,any-signal,accelerating,zero,10,0,155,69,86,155000,191408.7917636865042011651674,36408.7917636865042011651674,23.48954307334613174268720477,-2.260795292902820085944823495,24.32881348407156788373436547
entry=fresh-only; entry-news=accelerating; exit=5none/-10%/cooling,fresh-only,accelerating,cooling,5,-10,65,38,27,65000,80225.67507967441849439006543,15225.67507967441849439006543,23.42411550719141306829240835,0.4181812223916497731219443333,29.45605078677351322208822857
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-10%/ignore,fresh-or-strict,accelerating,ignore,20,-10,95,48,47,95000,117162.6722842987353047582391,22162.6722842987353047582391,23.32912872031445821553498853,0.5105588779676303324124175294,21.65852137350454665733956848
entry=fresh-only; entry-news=ignore; exit=5none/0%/zero,fresh-only,ignore,zero,5,0,98,51,47,98000,120845.2406519841970146473063,22845.2406519841970146473063,23.31147005304509899453806765,-3.774405299430892683172105652,29.28344747303148501898044282
entry=fresh-only; entry-news=ignore; exit=10none/0%/zero,fresh-only,ignore,zero,10,0,98,51,47,98000,120841.7228284029567623217205,22841.7228284029567623217205,23.30788043714587424726706173,-3.779735335160044580635114470,29.28344747303148501898044282
entry=any-signal; entry-news=ignore; exit=5none/-5%/zero,any-signal,ignore,zero,5,-5,198,91,107,198000,243851.8342741984135096132859,45851.8342741984135096132859,23.15749205767596641899660904,-1.425672877823582721075577680,23.91649454519291237536072745
entry=any-signal; entry-news=accelerating; exit=5none/0%/zero,any-signal,accelerating,zero,5,0,155,71,84,155000,190863.2134386817484813292694,35863.2134386817484813292694,23.13755705721403127827694800,-2.307510517172233274858369780,23.74385130858367286289184116
entry=fresh-only; entry-news=accelerating; exit=15none/-10%/ignore,fresh-only,accelerating,ignore,15,-10,65,39,26,65000,79988.64569194300091519971036,14988.64569194300091519971036,23.05945491068153986953801594,0.9322157628611957229278667619,29.45605078677351322208822857
entry=strict-only; entry-news=ignore; exit=15none/0%/zero,strict-only,ignore,zero,15,0,70,24,46,70000,86118.39797532377508296684470,16118.39797532377508296684470,23.02628282189110726138120671,-6.810393211047115967150810517,22.67701822486784426664043120
entry=fresh-only; entry-news=ignore; exit=15none/0%/zero,fresh-only,ignore,zero,15,0,98,51,47,98000,120540.7602200412898065184807,22540.7602200412898065184807,23.00077573473601000665151092,-4.185420759768696471974086591,29.23990344642254813867181218
entry=strict-only; entry-news=ignore; exit=5none/0%/zero,strict-only,ignore,zero,5,0,70,24,46,70000,86023.62925808498549323889308,16023.62925808498549323889308,22.89089894012140784748413297,-6.406091248232514244156828138,22.33277449010959972491844472
entry=fresh-only; entry-news=active; exit=15none/-10%/cooling,fresh-only,active,cooling,15,-10,79,43,36,79000,97046.69481021044663044495177,18046.69481021044663044495177,22.84391748127904636765183768,-1.389466845092421900393745333,30.07382865906470696385522147
entry=strict-only; entry-news=ignore; exit=10none/0%/zero,strict-only,ignore,zero,10,0,70,24,46,70000,85970.51147056535847988780650,15970.51147056535847988780650,22.81501638652194068555400929,-6.406091248232514244156828138,22.21730103897997578285086520
entry=fresh-or-strict; entry-news=ignore; exit=20none/-10%/cooling,fresh-or-strict,ignore,cooling,20,-10,122,60,62,122000,149816.8506838759684729959636,27816.8506838759684729959636,22.80069728186554792868521607,-2.043759842249635922804113333,23.96731236183269728785159363
entry=fresh-only; entry-news=accelerating; exit=10none/-10%/ignore,fresh-only,accelerating,ignore,10,-10,65,39,26,65000,79779.05377936029847266356226,14779.05377936029847266356226,22.73700581440045918871317271,0.4331873995690470502227522381,29.45605078677351322208822857
entry=any-signal; entry-news=active; exit=15none/0%/zero,any-signal,active,zero,15,0,166,75,91,166000,203308.5837418939144017396755,37308.5837418939144017396755,22.47505044692404482032510572,-3.185146542188463043080786310,24.86903385633767847960981739
entry=any-signal; entry-news=active; exit=10none/0%/zero,any-signal,active,zero,10,0,166,77,89,166000,203093.5182668817075547899331,37093.5182668817075547899331,22.34549293185645033421080307,-2.894441460815473700161385640,24.42259509144504397578063435
entry=fresh-only; entry-news=accelerating; exit=5none/-10%/ignore,fresh-only,accelerating,ignore,5,-10,65,40,25,65000,79480.48313324581262859971054,14480.48313324581262859971054,22.27766635883971173630724698,0.3847818122784658363130420476,29.45605078677351322208822857
entry=fresh-or-strict; entry-news=active; exit=15none/-10%/cooling,fresh-or-strict,active,cooling,15,-10,104,50,54,104000,127150.1786507950138210236623,23150.1786507950138210236623,22.25978716422597482790736760,-2.362570860455695371231207186,21.21320799434606366419356298
entry=fresh-only; entry-news=active; exit=10none/-10%/cooling,fresh-only,active,cooling,10,-10,79,43,36,79000,96523.46433805514085962328651,17523.46433805514085962328651,22.18160042791789982230795761,-2.375217213068561070836348196,30.07382865906470696385522147
entry=fresh-or-strict; entry-news=accelerating; exit=15none/-10%/ignore,fresh-or-strict,accelerating,ignore,15,-10,95,48,47,95000,116071.3218560876056894796152,21071.3218560876056894796152,22.18033879588169019945222653,-1.147164843009528396349787961,21.13288735667644412685432940
entry=any-signal; entry-news=active; exit=5none/0%/zero,any-signal,active,zero,5,0,166,79,87,166000,202573.4291363904863318056153,36573.4291363904863318056153,22.03218622674125682638892488,-2.936576631935506830795890300,23.85957414026746973519238609
entry=fresh-only; entry-news=ignore; exit=20none/-10%/cooling,fresh-only,ignore,cooling,20,-10,98,54,44,98000,119588.9925455559980660696609,21588.9925455559980660696609,22.02958423015918170007108255,-0.9971770583764667842900456562,29.26669862184868638224832508
entry=any-signal; entry-news=accelerating; exit=20none/-10%/cooling,any-signal,accelerating,cooling,20,-10,154,65,89,154000,187344.7801001208493882186286,33344.7801001208493882186286,21.65245461046808401832378481,-1.349400517959773833272649552,21.46725174890851197570402264
entry=fresh-or-strict; entry-news=ignore; exit=15none/-10%/cooling,fresh-or-strict,ignore,cooling,15,-10,125,63,62,125000,151615.2652544825043530620586,26615.2652544825043530620586,21.29221220358600348244964688,-2.281203287062170158425333671,22.74783976154663993571548637
entry=fresh-or-strict; entry-news=active; exit=20none/-10%/ignore,fresh-or-strict,active,ignore,20,-10,104,54,50,104000,126044.0985973996192839495789,22044.0985973996192839495789,21.19624865134578777302844125,-1.632248243805958253233217763,20.27769502122864880214389040
entry=fresh-only; entry-news=active; exit=20none/-10%/ignore,fresh-only,active,ignore,20,-10,78,47,31,78000,94526.82340094384887591515137,16526.82340094384887591515137,21.18823512941519086655788637,-0.7892801963015292243330574706,28.16235491902086436934165860
entry=fresh-only; entry-news=ignore; exit=15none/-10%/cooling,fresh-only,ignore,cooling,15,-10,100,56,44,100000,121034.8568903445505772938608,21034.8568903445505772938608,21.03485689034455057729386080,-1.431132106668674575664324200,29.26669862184868638224832508
entry=fresh-or-strict; entry-news=accelerating; exit=10none/-10%/cooling,fresh-or-strict,accelerating,cooling,10,-10,96,46,50,96000,115750.3248569412478145557100,19750.3248569412478145557100,20.57325505931379980682886458,-1.692798378378403994123962882,21.43418511685656282268845394
entry=any-signal; entry-news=active; exit=20none/-10%/cooling,any-signal,active,cooling,20,-10,165,73,92,165000,198917.2405789175445784988541,33917.2405789175445784988541,20.55590338116214822939324491,-2.388606996719059148213161302,22.98736074627881091169872022
entry=fresh-only; entry-news=ignore; exit=10none/-10%/cooling,fresh-only,ignore,cooling,10,-10,100,56,44,100000,120490.7202525268685852143189,20490.7202525268685852143189,20.49072025252686858521431890,-2.236730342561301034408330508,29.26669862184868638224832508
entry=fresh-or-strict; entry-news=ignore; exit=20none/-10%/ignore,fresh-or-strict,ignore,ignore,20,-10,125,67,58,125000,150438.4641037712961908777125,25438.4641037712961908777125,20.3507712830170369527021700,-1.831905263917608645617671205,21.90985911658887659210639508
entry=any-signal; entry-news=accelerating; exit=15none/-10%/cooling,any-signal,accelerating,cooling,15,-10,161,73,88,161000,193148.7325857554411824084978,32148.7325857554411824084978,19.96815688556238582758291789,-1.570384451544819984739887556,20.63664381949031672010101977
entry=any-signal; entry-news=ignore; exit=15none/0%/zero,any-signal,ignore,zero,15,0,209,106,103,209000,250579.9478431432610623262559,41579.9478431432610623262559,19.89471188667141677623265833,-2.164038465532110409876159767,23.34186112012270877619126250
entry=fresh-or-strict; entry-news=active; exit=15none/-10%/ignore,fresh-or-strict,active,ignore,15,-10,105,55,50,105000,125858.9006330684873567497452,20858.9006330684873567497452,19.86561965054141653023785257,-2.738190867792362600153167729,19.82183800476956778899166523
entry=fresh-only; entry-news=active; exit=15none/-10%/ignore,fresh-only,active,ignore,15,-10,79,48,31,79000,94677.20837972508944119445743,15677.20837972508944119445743,19.84456756927226511543602206,-1.848908106537006690740493882,28.16235491902086436934165860
entry=fresh-only; entry-news=active; exit=5none/-10%/cooling,fresh-only,active,cooling,5,-10,80,46,34,80000,95870.99298956121464136710680,15870.99298956121464136710680,19.83874123695151830170888350,-2.311541046540612710274323804,26.82137312045751340269781329
entry=any-signal; entry-news=ignore; exit=10none/0%/zero,any-signal,ignore,zero,10,0,211,111,100,211000,252762.0995715493310159954719,41762.0995715493310159954719,19.79246425191911422559027104,-1.529588417580203276965132171,23.01718478785992900784042589
entry=fresh-only; entry-news=active; exit=10none/-10%/ignore,fresh-only,active,ignore,10,-10,79,48,31,79000,94524.36092944256555342249329,15524.36092944256555342249329,19.65108978410451335876264973,-2.675310735304015199568563961,28.16235491902086436934165860
entry=fresh-only; entry-news=ignore; exit=20none/-10%/ignore,fresh-only,ignore,ignore,20,-10,99,60,39,99000,118393.3454959484474746739393,19393.3454959484474746739393,19.58923787469540148956963566,-1.149376341551081645186859308,27.75764040602460012342182808
entry=any-signal; entry-news=ignore; exit=20none/-10%/cooling,any-signal,ignore,cooling,20,-10,200,92,108,200000,238914.5735555963292207432518,38914.5735555963292207432518,19.45728677779816461037162590,-1.792571088392896105532937049,21.94646676391106729036499577
entry=fresh-or-strict; entry-news=ignore; exit=15none/-10%/ignore,fresh-or-strict,ignore,ignore,15,-10,126,68,58,126000,150439.9269595659074202360967,24439.9269595659074202360967,19.39676742822691065098102913,-2.485209987738076132005097479,21.58325030130903974800901348
entry=any-signal; entry-news=accelerating; exit=20none/-10%/ignore,any-signal,accelerating,ignore,20,-10,160,76,84,160000,191013.2254148341634334298070,31013.2254148341634334298070,19.38326588427135214589362938,-1.447738815561899389281514854,20.90401337796125186328108614
entry=fresh-or-strict; entry-news=accelerating; exit=20none/0%/cooling,fresh-or-strict,accelerating,cooling,20,0,95,50,45,95000,113203.1738124643426541868821,18203.1738124643426541868821,19.16123559206772910967040221,-2.001941538617588823812454843,22.06882494655168917995367960
entry=fresh-or-strict; entry-news=accelerating; exit=5none/-10%/cooling,fresh-or-strict,accelerating,cooling,5,-10,96,50,46,96000,114374.0783449035756427365467,18374.0783449035756427365467,19.13966494260789129451723615,-1.628766099264924787897124608,20.53526905156500111607953085
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-5%/cooling,fresh-or-strict,accelerating,cooling,20,-5,95,47,48,95000,113045.1273010802858307782846,18045.1273010802858307782846,18.99487084324240613766135221,-2.848013182959688614569420765,21.78875001665430110188737277
entry=fresh-or-strict; entry-news=accelerating; exit=10none/-10%/ignore,fresh-or-strict,accelerating,ignore,10,-10,96,49,47,96000,114159.4516982834090105882276,18159.4516982834090105882276,18.91609551904521771936273708,-1.726164762090010013569984216,21.13520773104261301410803452
entry=fresh-or-strict; entry-news=active; exit=10none/-10%/cooling,fresh-or-strict,active,cooling,10,-10,105,51,54,105000,124858.8686484712508685183068,19858.8686484712508685183068,18.91320823663928654144600648,-3.504245901918069497359259034,21.21534987837637340627390617
entry=any-signal; entry-news=active; exit=15none/-10%/cooling,any-signal,active,cooling,15,-10,173,81,92,173000,205713.0958133274086306069685,32713.0958133274086306069685,18.90930393833954256104449046,-2.338619862544522129353566303,21.65522295236514734628592237
entry=fresh-only; entry-news=ignore; exit=15none/-10%/ignore,fresh-only,ignore,ignore,15,-10,100,61,39,100000,118780.4342140970281544653722,18780.4342140970281544653722,18.78043421409702815446537220,-1.679784615132545250627574385,27.86914788339989607624097692
entry=fresh-only; entry-news=ignore; exit=5none/-10%/cooling,fresh-only,ignore,cooling,5,-10,101,59,42,101000,119838.2489040329423669581391,18838.2489040329423669581391,18.65173158815142808609716743,-2.186769042670141551505819062,26.70210909211517407931825444
entry=any-signal; entry-news=ignore; exit=5none/0%/zero,any-signal,ignore,zero,5,0,216,118,98,216000,256274.2337442324833807440801,40274.2337442324833807440801,18.64547858529281637997411116,-1.805331762195824252661008712,22.13144810757068639064188407
entry=fresh-only; entry-news=ignore; exit=10none/-10%/ignore,fresh-only,ignore,ignore,10,-10,100,61,39,100000,118567.9279596663280631629420,18567.9279596663280631629420,18.56792795966632806316294200,-2.419975607162315316831854015,27.86914788339989607624097692
entry=any-signal; entry-news=accelerating; exit=15none/-10%/ignore,any-signal,accelerating,ignore,15,-10,162,78,84,162000,192077.4416844583231182922448,30077.4416844583231182922448,18.56632202744340933227916346,-1.688820937240927483737661933,20.32270372324362071415888864
entry=fresh-or-strict; entry-news=ignore; exit=10none/-10%/cooling,fresh-or-strict,ignore,cooling,10,-10,126,64,62,126000,149295.0095706789000724171005,23295.0095706789000724171005,18.48810283387214291461674643,-3.232565533808987905923179205,22.74969606103957504551845050
entry=any-signal; entry-news=active; exit=20none/-10%/ignore,any-signal,active,ignore,20,-10,172,84,88,172000,203462.3162449624383638279893,31462.3162449624383638279893,18.29204432846653393245813331,-2.411531074760690920913011796,21.90019800107185625109819312
entry=fresh-only; entry-news=active; exit=5none/-10%/ignore,fresh-only,active,ignore,5,-10,80,50,30,80000,94547.37399835265835868245243,14547.37399835265835868245243,18.18421749794082294835306554,-2.531384994033376958074860667,24.97155982364089153703952671
entry=fresh-or-strict; entry-news=accelerating; exit=5none/-10%/ignore,fresh-or-strict,accelerating,ignore,5,-10,96,52,44,96000,113435.6711594574053018483318,17435.6711594574053018483318,18.16215745776813052275867896,-1.622646199614297193689515784,20.09701042638391402940561527
entry=fresh-only; entry-news=accelerating; exit=20none/0%/cooling,fresh-only,accelerating,cooling,20,0,65,41,24,65000,76790.37110901646818678599394,11790.37110901646818678599394,18.13903247540995105659383683,-0.2089757025253202521291022381,29.07694887160888092627020970
entry=strict-only; entry-news=ignore; exit=20none/-10%/cooling,strict-only,ignore,cooling,20,-10,72,28,44,72000,84980.66002083804961107093267,12980.66002083804961107093267,18.02869447338618001537629538,-3.115756891913167856398885552,17.86254763657485978412688376
entry=any-signal; entry-news=ignore; exit=15none/-10%/cooling,any-signal,ignore,cooling,15,-10,209,101,108,209000,246644.2489315087871872751676,37644.2489315087871872751676,18.01160235957358238625606105,-1.533815654664833780892416880,20.41766481929966147795026632
entry=fresh-or-strict; entry-news=active; exit=20none/0%/cooling,fresh-or-strict,active,cooling,20,0,103,56,47,103000,121521.7472548765061439550859,18521.7472548765061439550859,17.98227888822961761549037466,-3.871301362440831234912300797,22.42739698609984693076124939
entry=any-signal; entry-news=accelerating; exit=10none/-10%/cooling,any-signal,accelerating,cooling,10,-10,163,76,87,163000,192204.6291396572697539200306,29204.6291396572697539200306,17.91695039242777285516566294,-2.244077598594103752018052626,20.60629123131013768399165136
entry=strict-only; entry-news=active; exit=20none/-10%/cooling,strict-only,active,cooling,20,-10,64,25,39,64000,75463.40320896526822220497396,11463.40320896526822220497396,17.91156751400823159719527181,-4.026460153973413748798540154,17.04394609629362546622591524
entry=fresh-or-strict; entry-news=active; exit=20none/-5%/cooling,fresh-or-strict,active,cooling,20,-5,103,53,50,103000,121325.4771308715666989030417,18325.4771308715666989030417,17.79172536977822009602237058,-4.667437211992277870386028458,22.47413699701341196973538994
entry=any-signal; entry-news=ignore; exit=20none/-10%/ignore,any-signal,ignore,ignore,20,-10,208,103,105,208000,244793.5432254841015691702372,36793.5432254841015691702372,17.68920347379043344671646019,-1.636559901063778269764285242,21.05816807302187831598899434
entry=any-signal; entry-news=active; exit=15none/-10%/ignore,any-signal,active,ignore,15,-10,174,86,88,174000,204603.6615393600754363467709,30603.6615393600754363467709,17.58831122951728473353262695,-2.482684314006474936268679697,21.35816135591666080302885204
entry=fresh-or-strict; entry-news=accelerating; exit=20none/0%/ignore,fresh-or-strict,accelerating,ignore,20,0,96,54,42,96000,112821.0375365283705233013900,16821.0375365283705233013900,17.52191410055038596177228125,-1.972646414071146087920025788,21.14787640577152656097460194
entry=fresh-only; entry-news=accelerating; exit=20none/-5%/cooling,fresh-only,accelerating,cooling,20,-5,65,39,26,65000,76358.59287600760281508693935,11358.59287600760281508693935,17.47475827078092740782606054,-1.442009922648038673930797286,29.45605078677351322208822857
entry=fresh-or-strict; entry-news=accelerating; exit=20none/-5%/ignore,fresh-or-strict,accelerating,ignore,20,-5,96,51,45,96000,112748.8819583144433597236269,16748.8819583144433597236269,17.44675203991087849971211135,-3.182712252369877440028079904,21.89618735415663274044281923
entry=fresh-only; entry-news=ignore; exit=5none/-10%/ignore,fresh-only,ignore,ignore,5,-10,101,63,38,101000,118590.9410285764208684229011,17590.9410285764208684229011,17.41677329562021868160683277,-2.307049256319199158121409892,25.34039298798558352474699213
entry=strict-only; entry-news=ignore; exit=20none/-10%/ignore,strict-only,ignore,ignore,20,-10,73,29,44,73000,85693.17985967705117003073501,12693.17985967705117003073501,17.38791761599596050689141782,-2.440306026428601996916323483,16.65226870829618906306671934
entry=strict-only; entry-news=active; exit=20none/-10%/ignore,strict-only,active,ignore,20,-10,65,26,39,65000,76175.92304780426978116477630,11175.92304780426978116477630,17.19372776585272274025350200,-3.273072650163705674760297846,15.70907685608371380975146860
entry=any-signal; entry-news=accelerating; exit=20none/-5%/cooling,any-signal,accelerating,cooling,20,-5,166,82,84,166000,194498.5871600131168204070108,28498.5871600131168204070108,17.16782359036934748217289807,-2.602096859688089524172054382,21.45248247874455721270867598
entry=any-signal; entry-news=ignore; exit=15none/-10%/ignore,any-signal,ignore,ignore,15,-10,211,106,105,211000,247021.4153118330055337151626,36021.4153118330055337151626,17.07176081129526328612093014,-1.375156918409294177452814240,20.17532509588115929792476158
entry=any-signal; entry-news=active; exit=10none/-10%/cooling,any-signal,active,cooling,10,-10,175,85,90,175000,204756.4509319963341203262761,29756.4509319963341203262761,17.00368624685504806875787206,-2.959201176001952600471492850,21.59172310074322470187873742
entry=fresh-or-strict; entry-news=ignore; exit=20none/0%/cooling,fresh-or-strict,ignore,cooling,20,0,125,71,54,125000,146167.9550845927662372181785,21167.9550845927662372181785,16.93436406767421298977454280,-3.229506518353395982676836137,23.82340366572703862836758692
entry=fresh-or-strict; entry-news=active; exit=5none/-10%/cooling,fresh-or-strict,active,cooling,5,-10,107,56,51,107000,125095.4805432080565197839237,18095.4805432080565197839237,16.91166405907295001848964832,-3.448895965735231539434364932,18.91363080035230069476838591
entry=fresh-or-strict; entry-news=ignore; exit=5none/-10%/cooling,fresh-or-strict,ignore,cooling,5,-10,128,69,59,128000,149531.6214654157057236827176,21531.6214654157057236827176,16.82157926985602009662712312,-3.187830653880392844038675726,20.69547795493269876003801206
entry=fresh-or-strict; entry-news=ignore; exit=20none/-5%/cooling,fresh-or-strict,ignore,cooling,20,-5,125,68,57,125000,145981.4398664117115535126812,20981.4398664117115535126812,16.78515189312936924281014496,-3.955567195864592814759815589,23.86380604804215417053167451
entry=any-signal; entry-news=accelerating; exit=10none/-10%/ignore,any-signal,accelerating,ignore,10,-10,164,81,83,164000,191422.7495989704312141185704,27422.7495989704312141185704,16.72118877986001903299912829,-2.046992996082158005110862143,20.29235113506344167804952011
entry=strict-only; entry-news=ignore; exit=15none/-10%/cooling,strict-only,ignore,cooling,15,-10,73,29,44,73000,85203.23647143988298297618531,12203.23647143988298297618531,16.71676228964367531914545933,-3.922977942352501778456752724,16.45456937953578338106656291
entry=any-signal; entry-news=active; exit=20none/-5%/cooling,any-signal,active,cooling,20,-5,177,90,87,177000,206535.0782313395300358301309,29535.0782313395300358301309,16.68648487646301131967804006,-3.270858688078625706694453133,23.01667543514178133661177692
entry=fresh-or-strict; entry-news=ignore; exit=10none/-10%/ignore,fresh-or-strict,ignore,ignore,10,-10,127,69,58,127000,148182.9102651222676866356689,21182.9102651222676866356689,16.67945690167107691861076291,-3.324961242427750238550650795,21.58507616966274641338897816
entry=fresh-or-strict; entry-news=active; exit=10none/-10%/ignore,fresh-or-strict,active,ignore,10,-10,106,56,50,106000,123669.6073537162374220153848,17669.6073537162374220153848,16.66944089973229945473149509,-3.677530673252756110017340729,19.82393947589364527178747364
entry=strict-only; entry-news=ignore; exit=15none/-10%/ignore,strict-only,ignore,ignore,15,-10,73,29,44,73000,85094.52932114284027358247069,12094.52932114284027358247069,16.56784838512717845696228862,-3.855112198481394273633863103,16.14923077274706868294187926
entry=fresh-only; entry-news=active; exit=20none/0%/cooling,fresh-only,active,cooling,20,0,79,49,30,79000,92071.01874965950430201134404,13071.01874965950430201134404,16.54559335399937253419157473,-2.764290774128035504810492882,29.25560595104960737923261040
entry=fresh-only; entry-news=accelerating; exit=20none/0%/ignore,fresh-only,accelerating,ignore,20,0,66,43,23,66000,76864.47117488079868291092991,10864.47117488079868291092991,16.46131996194060406501656047,-0.7045631197941282151101647674,29.07694887160888092627020970
entry=strict-only; entry-news=active; exit=15none/-10%/cooling,strict-only,active,cooling,15,-10,65,26,39,65000,75698.42443567505501333695226,10698.42443567505501333695226,16.45911451642316155897992655,-4.878957571355926895606447154,15.48784189294706935608462688
entry=any-signal; entry-news=ignore; exit=10none/-10%/cooling,any-signal,ignore,cooling,10,-10,211,105,106,211000,245638.2623181465344033007740,34638.2623181465344033007740,16.41623806547229118639847109,-2.011677277359240562678478095,20.30652377580429583985949965
entry=any-signal; entry-news=accelerating; exit=20none/0%/cooling,any-signal,accelerating,cooling,20,0,168,90,78,168000,195541.5966838695934659145847,27541.5966838695934659145847,16.39380754992237706304439565,-2.187549638720019671537760629,21.47544973112023448234152793
entry=strict-only; entry-news=active; exit=15none/-10%/ignore,strict-only,active,ignore,15,-10,65,26,39,65000,75589.71728537801230394323766,10589.71728537801230394323766,16.29187274673540354452805794,-4.803261164730460832534762538,15.14615345201684100342129040
entry=fresh-only; entry-news=accelerating; exit=15none/-5%/cooling,fresh-only,accelerating,cooling,15,-5,66,40,26,66000,76726.79007942624313341340737,10726.79007942624313341340737,16.25271224155491383850516268,-2.794854933237793877186808651,29.45605078677351322208822857
entry=any-signal; entry-news=active; exit=20none/0%/cooling,any-signal,active,cooling,20,0,179,98,81,179000,207718.8785287202292966200193,28718.8785287202292966200193,16.04406621716213927185475939,-2.749900889594330047080687622,23.03863313796248378120582220
entry=fresh-only; entry-news=active; exit=20none/-5%/cooling,fresh-only,active,cooling,20,-5,79,47,32,79000,91632.34195524240776989151159,12632.34195524240776989151159,15.99030627245874401252090075,-3.854678980152396992653941196,30.07382865906470696385522147
